电影名,评分,短评数量,评论1,评论2,评论3,评论4,评论5
何以为家,9.1,571101,见过游乐园女神被扒光，洗过沾了鲜血的衣服，听过蜘蛛侠变成蟑螂侠的传闻。才知道美丽会变丑陋，纯净会变脏臭，英雄泯然众人，自己却无能为力。把童贞交给世界，用匕首刺穿丑陋，靠起诉状告父母，挤笑脸嘲弄命运。赞恩把婴儿交给男人，才明白自己谁都保护不了。他就站在破败的街角，仿佛人生走到尽头。,生，继续生，越穷越要生，扔在地上嚎两年，能走路能说话也就能干活了。大的带小的，小的带更小的，再养几年就能送出去打工了。男孩传宗接代，女孩能挣彩礼钱，生那么多个，总有一个出息的，吃牢他，吃牢她！生！凭什么不生？,拍给生育癌看的。我就不说卖惨了，因为是真惨。善良而倔强的叙利亚小男孩，默默把全世界扛在瘦弱的肩上，拖着生活往前走。最后他露出全片唯一一个微笑我一下就泪奔了。孩子永远是我的软肋，我给你五星还不行么...,"在这里，女孩是一种商品，可以换钱；男孩是一种工具，负责养家糊口、照顾更小的小孩。
父母只管生，不管养，将孩子当做摇钱树和免费劳动力。他们不但不能给孩子带来快乐，只会给他们带来苦难和折磨。
现在做什么都要考证，做父母却不需要考证。然而并不是所有人都配当父母，也并不是生了孩子就自动成为妈妈。
他们只图一时的快活，让孩子跟着他们来到这个世界一起受苦，他们根本不配做父母。
如果不能给予孩子幸福，当初就不应该把他们生下来。
他们是你的孩子，但他们更是他们自己，他们有自己的人格和思想，不应该被虐待，更不应该被贩卖。
父母有管教孩子的义务，孩子也有权利将父母告上法庭。
赞恩什么都不要，他只要父母别再生了。
因为一个人在还没有学会如何做一名合格的父母之前，Ta不配拥有孩子，更不配当爸爸（妈妈）。",从一句话的简介 就直击心灵 再到120分钟完整故事 一直受到着冲击与震撼。 三个看片小伙伴 开篇就哭的稀里哗啦 结束 已经泣不成声  真的是一部还没看完就想让全世界去看的电影。那句在法院上12岁的小ZEIN的发言：我要控诉父母生下我。我想让那些无法养活孩子的父母 不要生下孩子。
大话西游之月光宝盒,9.0,805960,2000年。周星星结尾背着金箍棒转身时看得流眼泪。,"对我们这代人影响最大的电影。寓言故事已然存在，不可避免。世界是巨大的枷锁，你不得不重复自己或是别人的生活。
台词：你看那个人的背影好奇怪，他好像条狗啊。",一遍烂，两遍笑，三遍哭。盘丝大仙给了三颗痣，斧头帮主翻过照妖镜，看着镜中的猴子，此处的配乐足够震撼,大话西游是一代人心中的经典.,这才叫旷古烁今。
哈尔的移动城堡,9.0,654102,目前为止觉得哈尔是宫崎骏作品里最帅的男角,宫崎骏的片子里。老奶奶都很丑。但都是好老奶奶。,人不漂亮活着还有什么意思...哈哈哈哈太可爱了哈尔...,腾空徒步的那一段，最浪漫,看了这个电影就想要一个家。擦地板，在阳光下面放上铺着干净桌布的餐桌，还有照顾小火苗，就如同守护爱人的心一般。
天堂电影院,9.2,458875,看来我要少看电影了，我的人生才是我经营的重点，电影终究只是电影啊~~,如此美丽，如此悲伤。那些吻戏，那些青春，都在影院的黑暗里被泪水冲刷得无比清晰。,没有结尾的热吻，这部片子就只能是还行,出去闯荡吧，永远不要回来，不要打电话，不要写信。我不要在这里跟你谈话，我要听别人谈论你。。。,生活和电影不一样，生活比电影难多了。
素媛,9.2,404603,看前面的惨剧其实会略反感，总觉得在消费别人的苦难。好在故事的重心在治愈与亲情，这也是最感人的部分，尤其父亲第二次扮人偶，太催泪了。,"""最孤独的人最亲切，受过伤的人总是笑的最灿烂，因为他们不愿让身边的人承受一样的痛苦"" 从素媛到素望，生活有阳光才有希望，可可梦是全片最治愈点，哭成傻逼。“我总想睡一觉就能回到过去，可早上起来发现，还是没有任何变化，太伤心了...以前奶奶说，哎哟要死要死了，这大概就是人活在世的意义”",爸爸知道女儿介意排便器的塑料声为她准备装满塑料包装纸的糖果小包，女儿知道一直跟着身后的可可梦是爸爸。,每次看完这种片子都更加坚信：靠法律不如靠自己，强身健体练好把式搞点弹药比什么都重要,“受过伤害的人总是笑得最开心的，因为他们不愿意让身边的人承受一样的痛苦。”
罗马假日,9.0,661715,赫本，无与伦比的美丽。,离开你 并不是因为不爱你,没有看过这个的经历会显得自己太无知老土，看过了，觉得真是金童玉女啊，真是令人向往的爱情啊！真是......尽管看完了该无知还无知，老土的也没变洋气，毕竟主人公那长相那气质不是几个整容手术几部电影能成就的。,从他背对着走，到不自然的转身，观众和他一样，都在奢望些什么。最后整个记者会的段落，就像戏剧和现实的静谧对抗，现实赢了，却让戏剧的魅力更大。也许爱情就是，你不知道她会不会出现，但你却能肯定：她也想出现。这就够了。这样的结局不知可以完爆多少现代爱情片。,当他把手伸进去，她的表情美丽极了……
闻香识女人,9.1,574354,"当我心中的正直感逐渐淡去之时,我庆幸我看到此片.",刚开始，我觉得阿尔帕西诺演得有些用力了。但是看完，我觉得他就应该这么演。甚至那个年轻人O'Donneil也被他带动出极好的水准。探戈，演说。几近完美的一部片子。,或许是因为年代久远，会觉得故事略显老套，但并不影响影片带来的强烈感触。问题不是哪条路是对的，问题是，你敢不敢走？人即使身残，也应保持灵魂的完整，因为灵魂没有假肢。★★★★,美酒佳肴衣鬓香影，一曲绝世探戈，尽情绽放然后死……连自杀都这么浪漫。片名叫人没有看的欲望，看完却觉得再适合不过。你我身边都可能会有这样一位愤世嫉俗自以为是夸夸其谈的老顽固，在他身边多呆一秒都是折磨，然后某一天发现他身上的优点比你所能想象的更多。,史上最美的探戈
辩护人,9.2,407438,如果在影院看这部电影，我会起立鼓掌，只是不知道有生之年有没有在中国影院看到这样电影的机会。当我们在自卑到狂妄的心理下吹嘘自己贬低邻国时；当我们对一切黑暗和罪恶习以为常并理所应当时；当我们成为这些行为的帮凶时...我们闭上眼睛装作看不见，其实已经落后人家30年，并且差距只会越来越大...,一部改变现实的电影：釜山地方法院于2014年2月13日对“釜林事件”进行了二审宣判，判决5名被告人无罪，距离一审判决时隔33年。“因为国民不富裕就不能受法律保护，就不能享受民主，这种说法我是无法接受的。”——宋佑硕,一部电影，看完后，留给人们思考的空间越大、时间越长，电影的张力就越大，价值就越厚重，对人们的影响就会越加深而广。《辩护人》-----我想，当我满头白发时，无论脚下的这片土地变或不变，我依然会记得宋佑硕放弃安稳选择颠簸的理由：想让我的孩子们，还有你的孩子，不要生活在这种荒唐的时代。,“国家，证人所说的国家到底是什么？大韩民国宪法第一条第二项，大韩民国主权属于国家，所有的权力都由国民产生，国家即国民。但是证人毫无法律依据，一味强调国家安保，就把国家镇压践踏在了脚下······你是让善良无罪的国家生病的蛆虫，你是军事政权肮脏的帮手。”,重要的不是这个电影拍的如何，而是韩国电影人在拍这样的电影，韩国观众在看这样的电影，没有审查阻止、禁止、扼止你拍，没有无形之手阻止、禁止、扼止你看，这，就是民主。韩国电影这20年的迅猛发展，离不开韩国电影人的勇气和毅力，中国电影人应该有胆量在一块更大的画布上，言说我们这个时代！
搏击俱乐部,9.0,605954,一则极具颠覆性质的社会生活寓言.无能为力，无法改变现状，是现代生活中的癌症。虚无使人痛苦，使人希望借各种方式找回存在的真实感。然而现代人的精神悲剧就是，当他们自我搏斗、脱离了一种精神上的奴役的时候，不知不觉又进入了另一种奴役。影片自身所带有的一种不可言传的魔幻性与自我消解意味使它,这种类型片很多，这也不是第一个讲述人格分裂题材的电影，不知为何评价很高~~,邪恶与平庸蛰伏于同一个母体。在特定的时间互相对峙。,我要带我的女朋友去看炸大楼,这就是神作！完美的镜头，丰富的特效，不可预料的情节，优秀但不装13的台词：我们还能期待从一部电影里得到什么？
哈利·波特与魔法石,9.0,592944,花了8年才看完这部电影....,一整个世界被打开了的感觉啊。,这部电影是刚上中学过最后一个六一的时候，学校给放的，太久远的记忆了。作者天马行空的想象力，电影精妙绝伦的现，让我第一次对想象中的“魔法”，有了一个具象的观感。虽然那是一个虚拟的世界，但是我不会忘记那份感动和震撼。九又四分之三站台，分院帽，格兰芬多，魁地奇，都是最精彩的记忆！,作为HP系列的开篇，算是合格完成任务，对人物的交代都很清晰，在许多分裂的HP其他几部，这一部是最忠实表达魔法世界的异彩纷呈的，在交待情节的同时仍不忘学院里的幽灵，会动的画像和楼梯，这在后来几部都几乎没有了。,当年还是在电影院看的，波特的魔法世界惊艳展开，风靡全球。
死亡诗社,9.1,472032,开场精彩，中场尽显疲态，结局来了个绝杀，最后终于反败为胜，深入我心。凶手毋庸置疑是那个“船长”，他教会了学生追求快乐，但是却没有教会他们反抗，他教学生成为一个理想主义的诗人，却没有教会他们现实的残酷。充满理想的开篇却以悲剧性的事件结尾，理想终归要回到现实，并一直被现实压制。,看这部电影才知道，原来自己已经死去了好久，从某个不经意间被打破的清晨开始。,《死亡诗社》最后安德森爬上课桌那一幕哭得我稀里哗啦的，一个刚到口的龙眼就活生生地吞下去了。它和《孩子王》有一个同样的情境设定，但立意确实不同的。《孩子王》里“从前有座山”那段也是让我唏嘘呀。另外，《死亡诗社》的中文配音配得很好，不知道出自哪儿。, 哦！船长！我的船长！,3.5。对传统教育做教育、激情多于思辨的电影。Neil自杀显然引出更尖锐的问题：当自由理想遭遇现实阻力的冲击，如何避免惨剧发生？这是源于电影本身极为重要且漂亮的自问，却没有自答、没有探索，甚至没有企图抛给观众。这或许仍不失为理想主义的悲歌，但同时也是电影作者“自设台阶不敢踩”的不负责。
窃听风暴,9.1,389079,饰演魏斯乐入木三分的名演员穆荷自己，在两德统一后去察看自己的“忠诚资料”，发现有长达六年的时间，每天向秘密警察报告他的言行举止的，正是他自己的妻子。 ,我们总是歌颂从未发生过的事。,国安局血的教训：千万别请文艺青年做秘密警察～,2006年最佳奥斯卡外语提名。用自己的后半生成全了理想，沉默又坚定的男人，最后只得到“献给好人的奏鸣曲”。有时选择坚持自己的路，是用幸福去交换的。,东诺士马克的电影用了很多当初东德的机关大楼实地拍摄， 但是监狱博物馆的馆长却拒绝了他拍摄的请求。原因？馆长说，因为东诺士马克的剧本不符合史实:整个东德历史，像魏斯乐那样“良心发现”的秘密警察，对不起，一个都没有。
教父2,9.2,345881,74/47th 第一部是关于神化的智慧。第二部是男人的光辉与悲哀，以及意大利的传统家族观念在美国的狗屁价值观前节节败退,再次睡著了。。。,两代人的对比，Al Pacino和Robert Duvall都太帅了，不同的是，父亲拥有家庭与荣华，而Al Pacino几乎失去了所有亲人。,又一看睡了的片,虽然有点儿长，但你会知道为什么三个小时你都坐在这里～（不明白自己2009年5月27日怎么留下了这样的短评，而且还被打了104个有用，毛用啊，对于回忆当时看完这片儿的感受一点用木有。2015.8.8重看，不如1爽，相比之下节奏氛围人物塑造都差了些，自然还有其精致所在但已经没了那种生猛，太可惜了）
