"idx","content","star"
"172","2nd，因为Educated十分钟才能看百分之一，我真得很受挫，觉得茫茫无边，所以想着看一本中文书找点自信。一个小时看完了这本，戴着角塑我的泪都止不住地流。主人公的境遇放在我身上，可能随便一件都能轻易击垮我，但主人公没有被一个又一个重击打倒。在阅读的过程中，“活着不如死去”的这个想法不时萦绕于我的脑海中，但这正说明了此书的一个精髓:活着经受苦难，是一种无意识英雄主义。太佩服余华了，我小时候看过电视剧，电影也赏析过片段，但看书还是看得全情投入。告别是一点点死去，死去是一次次告别。","力荐"
"173","看完后不知道该说些什么，一个农村男人几十年的生活，中国半个世纪的社会缩影，苦难贫困并未将人击倒，主角在经历了将家中所有亲人一一埋葬的巨大悲痛之后，仍能坚强的活着，这是人性的韧性，求生的本能。唉","力荐"
"174","再苦再难也还是活着","力荐"
"175","一口气读完，由心痛化为平静。每个时代都有每个时代的印记，前人的教训会唤醒后人的灵魂。","力荐"
"176","哭了","力荐"
"177","经典就是经典。","力荐"
"178","故事不长  本来想睡前看看书催眠    现在哭清醒了😭😭😭","力荐"
"179","说实话，30的我一口气读完，第一次不明白心里的情绪是什么。分明是有什么的。看了很多别人的评论，不是太契合心里那什么。等再长些岁数再看看吧。","力荐"
"180","表现手法太喜欢。福贵一双眼，看出吾国风雨激荡历史变迁60年，真的很精彩","力荐"
"181","相对于原著，电影真是太阳光灿烂了。。。","力荐"
"182","惨","推荐"
"183","感觉就是——哽咽。","力荐"
"184","比电影还悲惨","推荐"
"185","夜不能寐，便起身读《活着》，没想到最后一口气就将书读完了。看到有庆死的时候终于忍不住流下眼泪。用福贵一家的悲剧作为线索，描画了近代到现代中国的变迁，实为精彩。","力荐"
"186","读完太压抑","推荐"
"187","现在看看 活着也真是余华的巅峰了",""
"188","并不是绝望感，被命运翻弄的一生，经历了大喜大悲之后，最后的一人和一牛，伴随着记忆，活着，实实在在的活着。","力荐"
"189","补记，高中时读的，当时感到非常难受",""
"190","（2014-1）","力荐"
"191","人的命运，往往不能由自己主宰","推荐"
"192","两小时就翻完了我自己都震惊了，看完之后感觉有点胃疼。一点都不拖沓，完全没有想要快进的感觉。就是平铺直叙的把富贵的一生就讲完了，虽然没有什么华丽的辞藻，反而让人有点意犹未尽。没有很多detail，完全就是叙事的口吻给你讲一个关于live的故事。闲的长蘑菇的时候可以拿来读一读，挺好的。最近还在看平凡的世界，和这个比有点墨迹了，让人很想快进。但是我觉得我这个年纪读点这样的书挺好的，了解一下那个年代的人是怎样生活的。","推荐"
"193","不知为何，福贵让我想到“论雷峰塔的倒掉”的最后一句……虽然他本人完全不这么认为…","力荐"
"194","太惨","力荐"
"195","如果我要画一个人 就要画出他滔滔的人生",""
"196","真是残酷人生","推荐"
"197","我一口气读完系列","力荐"
"198","了了","还行"
"199","社会_文学","力荐"
"200","周六那天晚上，哭到脑壳痛，鼻塞不止，眼泪哗哗的。电影和原著还是挺多地方不同。","力荐"
"201","像狗一样活着。","力荐"
"202","“定下来叫它富贵，我左看右看都觉得它像我，心里美滋滋的，后来村里人也开始说我们两个很像，我嘿嘿笑”","力荐"
"203","TAT","力荐"
"204","20160407","力荐"
"205","曾经最喜欢的一本小说","力荐"
"206","一直在流泪，读的飞快，因为一旦停下就是心疼到不能自已","力荐"
"207","2012-05-16 「活着，在我们中国的语言里充满了力量，它的力量不是来自于叫喊，也不是来自于进攻，而是忍受，去忍受生命赋予我们的责任，去忍受现实给予我们的幸福和苦难、无聊和平庸。」余华冷静、真诚的笔触源于他对于「活着」这两个字通透的理解，这是作家自我实现的最大化。","推荐"
"208","车祸后买的。直到今天翻起，一下午时间看完。标记一下。","力荐"
"209","人生本来就是这样，修炼的都是一颗坚韧的心。命运让人感叹，生活之重，其实这样的真人真事四处可见，一场又一场得死亡，什么都有到什么都没有","力荐"
"210","这是一部值得多看几遍的书！","推荐"
"211","文中的“我”评价富贵的讲述“像鸟爪抓住树枝那样紧紧抓住我。”这句话用来评价余华的小说也是恰如其分。平实朴素的文字里蕴含着巨大的能量，带来的各种感受远大于电影。","力荐"
"212","很久没有遇到让自己一口气读完的小说了，这位大师级的作家果然让我很满足。不过，故事太惨了，可是那种惨却又让我觉得有点幽默，难道是我太冷血了？看起来好像最该死的福贵却一路活到了最后，这一路他送走了自己的各路亲人，像是上天对于他年轻时的玩世不恭的惩罚。其实福贵大概是那个年代的一个小人物的代表，不管他曾经是否是败家子，当那个特定年代出现时，该失去的都会失去。只是可怜那两个没长成型的孩子，还没活到懂事就去了。质朴的语言把悲剧的人生刻画的让人更加难忘。","力荐"
"213","掉了好几次眼泪。写作《活着》的余华收起了过去锋利的才气，他的笔调转向温和、深沉，让读者为人物的笑而笑，为人物的哭而哭，冷静叙述下交织的苦难和温情赋予了作品强大的张力。余华让我相信情感的力量，相信悲悯的力量，我觉得这是小说家最朴素也最强大的武器。     作家的使命不是发泄，不是控诉或揭露，他应该向人们展示高尚。这里所说的高尚不是那种单纯的美好，而是对一切事物理解之后的超然，对善和恶的一视同仁，用同情的目光看待世界。","推荐"
"214","“少年去游荡，中年想掘藏，老年做和尚。”“我知道黄昏正在转瞬即逝，黑夜从天而降了。我看到广阔的土地袒露着结实的胸膛。那是召唤的姿态，就像女人召唤着她们的儿女，土地召唤着黑夜来临。”","力荐"
"215","生活是属于每个人自己的感受，不属于任何别人的看法。当二喜走了以后，第二天拉着车带着人返回时，说：“屋顶的茅草该换了，我拉了车石灰粉粉墙。”嗯，我就喜欢上了这个偏头。2016-03-21","推荐"
"216","小说不长，半句废话没有，读完好久出不来。","力荐"
"217","我哭不出来，胸口被时代和命运压着，他送走了他的亲人，他看日子变好又急转直下，磨难是没有尽头的，痛苦是没有尽头的，我哭不出来。活着真艰难，活着太艰难，可是还是要走下去啊，生存是本能，生存是看起来唯一那个勉强可以掌控的东西吧！我可能会更喜欢许三观多一点，活着真的一点都看不到希望，土地自始至终呼唤黑夜，好怕最后还是他送走老牛啊。","力荐"
"218","读起来痛快！可悲却真实，因为真实而更可悲。","力荐"
"219","太悲伤 太幸福","力荐"
"220","活着 好难。","推荐"
"221","第三次读。家珍的贤惠盖世无双，有庆死得冤，二喜娶凤霞那段是全书唯一一段快活的文字。愚昧害死人，如果福贵让有庆去当运动员多好。文革吓人啊，催生了多少冤魂。苦根，最有生机的苦根，也撑死了……福贵送走所有亲人后，越来越旷达空灵，他以笑嘲和蔑视对抗人生的荒芜。","推荐"
"222","太悲伤了 ","力荐"
"223","“活着的意志，是福贵身上唯一不能被夺走的东西。”","力荐"
"224","看着小说里的人物一个接一个的死，一度摔书。","推荐"
"225","高中一口气读完，失眠了","力荐"
"226","“对《活着》而言，生活是一个人对自己经历的感受，而幸存往往是旁观者对别人经历的看法。”","力荐"
"227","每次看余华的小说都特别揪心",""
"228","苦闷，震撼，悲哀。","力荐"
"229","当历史遭遇现实，总是显得如此深刻而又异常残忍。","力荐"
"230","某人十分推荐的，很快看完了，和电影的情节差不多。","推荐"
"231","在我们看来福贵是不幸的幸存者，而在他自己看来他是一个永远热爱生活的真切活着的人。","力荐"
"232","感触太深了……","力荐"
"233","值得一读再读","力荐"
"234","太过残忍","力荐"
"235","余华最好的作品","力荐"
"236","有点压抑","力荐"
"237","人始终被历史裹挟而活，各种起伏进退都是人和历史的共振。人创造历史、历史玩弄人，人修正历史、历史玩弄人，历史展现出的是“讽刺的力量”。福贵一家并不特殊，寓于巨大的普遍性之中。余华野心很大，每个死人背后都蕴藏一段不同的历史；余华冷静甚至冷酷，不掺任何煽情和矫情。死亡很痛，但也平凡，福贵的活就是真正意义上的向死而生。","力荐"
"238","一气呵成","力荐"
"239","《活着》写得太好 多年前看过张艺谋翻拍的电影已是内心极度震撼 时至今日再读一遍原著 只能感叹作者笔下 残忍的更残忍 悲凉的更悲凉 晚年的富贵送别了他所有的亲人和那些放荡不羁的青春光华年景 也只是淡淡笑谈“人啊 再是风光也就只能是风光一阵罢了” 不管怎样的艰难困苦 说到底 好好活着还是比什么都强","力荐"
